energy	Vertical integral of temperature	 Vertical integral of water vapour	Convective available potential energy	Vertical integral of divergence of kinetic energy	Leaf area index, low vegetation	Leaf area index, high vegetation	Neutral wind at 10 m u-component	Neutral wind at 10 m v-component	Surface pressure	Soil temperature level 1	10 metre U wind component	10 metre V wind component	2 metre temperature	Soil temperature level 2	Soil temperature level 3	Instantaneous eastward turbulent surface stress	Instantaneous northward turbulent surface	Soil temperature level 2	Forecast surface roughness	Forecast logarithm of surface roughness for heat	100 metre U wind component	100 metre V wind component
218.76	2516151.02386584	10.9647782382951	0.0	1432043.74873048	2.33710213255279	2.4305030385216	-0.0356471152209048	0.8301644653053241	99494.4546197145	278.079824363372	-0.380118575727785	2.26461863765519	276.048837537842	280.597390066289	281.292650860851	-0.0047378305014873	0.0449779202216162	284.39807198747	0.409498099854062	-5.93469349786039	0.614847978380586	2.85853519889081
906.21	2508903.71359468	8.46880386445909	0.0	1545348.05930695	2.33670983912552	2.43035779303405	-0.0984888107342647	1.02834442136867	99306.4717914066	276.542059987162	-0.3529006612587739	2.03814230823376	274.561260001316	279.51905054703604	281.286289259386	0.000468510040157	0.0829980442834763	284.382617388186	0.410675799590797	-5.919373831799099	0.6624527603882161	3.83242156020147
201.42	2510814.94317367	5.18623170342884	0.0	1620526.27485532	2.33631754569826	2.4302125475465	0.781664583485208	4.13246836476092	99240.2592162536	280.509928107249	0.7762749795502	4.0346824841932	283.878438427584	279.081373840046	281.24701328512504	0.119553219889513	0.413800378190879	284.367162788902	0.408277394228064	-5.97819578711463	1.11391349525179	6.17433886552536
641.34	2503929.09476142	4.09610608792881	0.0	1835858.16367601	2.33589909937585	2.43007847478876	1.5202393342834	3.38286137305464	98937.3557115308	280.171244756339	1.59980079706528	4.28690266672859	280.315130637308	280.16473968190604	281.233183716723	0.2118624640961269	0.436626079912605	284.350935459654	0.407910190096667	-6.00324958289717	3.03746056604361	7.4171415940217
1524.05	2501566.03785879	5.069698697918589	0.0	2231438.77406147	2.3355068059485897	2.42993322930121	2.05845997350371	4.32056548095438	98937.9899315994	277.694496000062	2.13533165472582	4.671668903810169	278.049955752143	279.689558875466	281.227375297994	0.296734078957535	0.5620652347475229	284.334514947914	0.408045824055111	-6.009090060729919	3.93096570526375	8.244346300503809
943.85	2494711.81735919	9.04537123474531	0.0	2438178.86681948	2.33506220673102	2.42978798381365	2.5793067321997403	4.61644467851563	98965.895614614	277.385219287405	2.68520708893084	4.86370413244401	277.961353955296	279.124290902304	281.198886387086	0.371854135344117	0.5572956851340279	284.318094436175	0.408545353999625	-6.00387534837925	4.959961377890219	8.22289286119215
791.4	2497725.50560786	15.3808371331548	0.0378923737312107	1931262.89912191	2.33466991330376	2.4296539110559103	2.2909742469031404	5.321895785274459	99047.8368474662	280.424750258517	2.27326027534581	5.27282266301176	282.734192853837	279.242989443864	281.162929509241	0.279958092767792	0.597019219772136	284.302639836891	0.408154992850932	-6.00318005339916	3.24828174350598	7.6945395534933905
413.33	2499388.23015885	15.229750736475802	0.0	1436518.64251312	2.3341991611910498	2.42946397464912	1.43004301837011	4.27328043880593	99054.305892165	281.048880804879	1.4979175226339798	4.54260174833344	282.311585599142	280.092824604609	281.153525402728	0.187153006604831	0.379800303088964	284.28641250764304	0.4092797622624199	-5.98317873447193	3.32361238756201	7.612717133793111
170.43	2503960.72267407	10.9254822248091	0.0	1208836.04685235	2.3338068677637898	2.4293187291615697	1.01343954281978	3.41589136573186	98995.0697377657	279.859432988661	1.05654593665002	3.84090780602464	280.112279155054	280.298903831487	281.16182314376897	0.110875985653439	0.309960469462788	284.26941244843	0.408806697480529	-5.9878835638372	2.4871283608565	6.99356089691476
216.48	2501028.36334366	7.3027962918826	0.0	1013193.69067528	2.33341457433652	2.42918465640383	0.71216906138808	2.9955412483975	98829.0309238285	279.082692129988	0.7317700112968171	3.66313606357556	279.061881537178	280.075039155385	281.167908153866	0.0855054055536806	0.274938348015125	284.25318511918204	0.408856319660448	-5.98888015330867	2.02834381337638	6.839894401380089
122.58	2499053.87793936	4.62727978746394	0.0	705857.9856835009	2.33302228090926	2.42903941091627	0.93913847930104	4.52222227835218	98787.2992433202	281.273993690813	0.915674838790136	4.3777019324413295	283.328757543201	279.903370906354	281.162929509241	0.113685756739406	0.483163256855706	284.237730519898	0.408551970290281	-5.99583310310956	1.40372722307846	6.268634215058
327.31	2494485.90369737	4.762783282243309	0.0	872861.021651663	2.33260383458685	2.428905338158529	1.43965410121333	3.85119190080434	98565.702751381	280.667608529604	1.5199861019331795	4.596872573816911	280.384496517734	280.700622999828	281.177312260379	0.147981492053412	0.429199209800162	284.22150319065	0.408743842719299	-5.99680651608168	2.50282224503484	7.70701248332575
1434.55	2490699.59072528	6.12256085235429	0.0	1121844.11171781	2.33221154115959	2.42877126540079	1.43300027462956	4.23990276199526	98552.2572859285	278.051431747128	1.50159561918385	4.7102846834811	277.359211480676	280.170539284914	281.192801376989	0.2153333577905569	0.5359689847194	284.205662226383	0.408766999736594	-6.00076969746819	3.11488372799009	8.64248222075274
997.24	2482584.77199274	10.1083961512895	0.0757847474626487	1276317.44509458	2.33176694194202	2.4286260199132403	2.2026262161520096	4.95300291968988	98499.7438642554	277.581432546091	2.30305285739973	5.20881092013381	276.638156068183	279.47033388177005	281.181184539532	0.277809444290289	0.613780779842418	284.189628079626	0.408766999736594	-6.006030762817531	3.88336092325612	9.09300444629758
1011.12	2484242.97827049	17.2155544524674	0.2652466161191569	1399287.52624155	2.33137464851476	2.4284807744256898	2.6613705933995404	5.38030671969313	98715.1249995231	280.032323741146	2.6315068793028	5.31526523165909	282.361715563148	279.330756769382	281.154078585464	0.323261623622104	0.6787147910089999	284.174173480342	0.409034959508155	-5.99659792758765	3.6500451784714714	8.52673343190844
747.11	2484685.76904766	19.939174697532803	30.6549303486352	1336281.02178196	2.3309823550875	2.4283467016679503	1.24188758886246	4.39392683311116	98708.9096428517	281.36880474862704	1.27428925240211	4.552342665727911	282.86942717534	280.201857141156	281.147163801263	0.1897974970386819	0.4846622581628039	284.15833251607603	0.422346936307651	-5.823121830055441	2.5090997987061803	7.7818500623199105
761.06	2490080.5872919	20.7000268207189	4.39551535283272	1062417.52228434	2.33056390876509	2.4282014561804	0.8189999437607929	5.275306111392901	98773.7269338539	280.452128852752	0.821883376768543	5.331616057285519	281.29849400099096	280.48101136593203	281.160440186929	0.1878967695393519	0.6005623137707321	284.142298369319	0.425737785268755	-5.751575976604269	2.10419758690502	8.580616488784232
1164.17	2489981.1852807	19.044174114515	0.0	969876.71885932	2.33011930954752	2.4280115197736003	0.958360644987479	5.8375113551726105	98741.38171035972	279.58666106831697	0.959811997388532	5.9101569725356695	279.88377978424	280.399430283622	281.176482486275	0.227068284090771	0.7390836618312371	284.12742331750803	0.4220326625015	-5.82087370961981	2.3866875021151297	9.411812532812698
1410.9	2489497.7300444	15.4485888805444	0.985201717014206	1035031.17233457	2.32970086322511	2.42787744701586	1.8433195806285605	4.80767095191009	98771.570585621	282.337195766947	1.84512983694137	4.81708688491333	284.53712283835	280.578444696463	281.18948228057303	0.213102068986995	0.5628147354010721	284.11216190071497	0.412008982157943	-5.96199541407856	2.3469296621966698	7.317358155362821
1399.9	2485291.21766133	14.8964121393185	0.5304932322383139	1527448.48417639	2.32930856979785	2.4277322015283103	1.25112901467325	5.23497475191334	98731.9952533457	282.28598765550703	1.27686391998701	5.541741561080519	283.260557475892	281.42093369339904	281.22626893252203	0.24781100593129	0.630269794220501	284.096320936449	0.410202734808906	-5.99831298853854	3.2650218866295404	9.13940374527396
707.84	2484003.50978896	19.1878078189812	11.4434968668577	1582937.16708114	2.32891627637059	2.42758695604076	2.09838293300632	5.64906655484571	98820.0249988555	281.338384088366	2.13349260645089	5.78422082622144	282.069096470931	281.442585544628	281.27439583056	0.305411313193609	0.608738684536724	284.082604979584	0.411119091064736	-5.96278341505599	4.1784059458089	9.23070559164683
322.78	2478315.00378435	20.824690035916	65.4022370602524	1427210.86344523	2.32847167715302	2.42745288328302	2.5271850906268902	4.5802855286374005	98737.4495459349	281.263346459721	2.55353123244563	4.63827147274341	281.543897661993	281.361777742719	281.31671430987	0.2181431288765239	0.4229306588795689	284.06772992777303	0.412647454206229	-5.91608276889334	3.6877105004994895	7.74093885246976
243.41	2483985.43669602	18.2806119214333	20.6892360572988	817909.326000831	2.3276609374033503	2.42717356503773	-0.73282027838677	0.892399925191885	98795.7977922383	281.808890300408	-1.02231423333445	1.66450854817444	282.26262144825404	281.538472314357	281.395542849761	-0.0010190158288842	0.0618757531379985	284.038752554115	0.428877215184939	-5.66336622013031	-0.801786633450871	3.14092233029544
62.85	2487523.2446401003	16.6430521870246	25.5773522686388	887001.6860048079	2.32726864397609	2.42702831955018	-0.5564938739169301	2.04740661649442	98867.5915039942	281.465643850459	-0.6155167549192321	2.35193900429848	281.978163047852	281.539245594758	281.437584737702	-0.000605814198595	0.125174490151382	284.026195692197	0.428645645011985	-5.671524347896691	-0.45285927521912	4.92904155106255
242.45	2484215.86863107	15.201972520046	24.7816124202811	914925.023208488	2.32687635054882	2.42689424679244	-0.792704717640678	1.9006839121808503	98733.6442255238	280.886130272481	-0.9564763050918448	2.2754032247705003	281.19998279265496	281.38845591655496	281.471882067339	-0.0177950020186269	0.161559340060044	284.013252465297	0.428106417323537	-5.68737707344272	-0.7698757356215798	5.24884747196426
193.79	2489185.96919109	16.0319314255696	4.736546716414519	834197.939369644	2.32648405712156	2.42674900130489	-0.365381188149829	4.783333062568969	98749.4997272367	282.80668795698	-0.351429422638827	4.74890046315204	285.040754104635	281.389615837156	281.499541204143	0.136494486731372	0.4667423789006729	283.999922873414	0.41635919326414	-5.87886131095924	1.1296073794301298	7.48349758072986
897.88	2485634.6064273	21.1275403467478	15.194841866258	796966.8230980709	2.3260133050088503	2.4265702376279	1.62559158852639	4.02329554685936	98652.71774478132	283.27009601496104	1.717499886661	4.2830758777522	284.36458249712297	282.154003513586	281.54573196260503	0.179467456281452	0.434173168682807	283.98717282900503	0.419194273810156	-5.85644963610104	3.01496599872133	7.46803114773773
738.87	2484012.54633543	24.027992652500306	54.565018173096	726442.497083649	2.32562101158158	2.4264249921403502	1.3535240126567798	4.33899274002694	98616.5672008759	282.531380981615	1.37727595579836	4.526946702520901	283.368978095717	282.276181816951	281.604092741261	0.1951691182324419	0.4809147548950579	283.974615967086	0.42506623176719	-5.77744094986358	2.58966173748832	7.82874827848958
652.09	2478251.74795904	21.479171915700302	1.32623308059601	630679.770135132	2.32517641236402	2.4262797466528	0.862619473587713	3.53897154897121	98499.6170202417	282.383840779347	0.913467980860216	3.80124835663286	283.006993123075	282.25105020391703	281.658857832132	0.0786462584908794	0.33660181087531	283.962831835132	0.428850750022316	-5.69057543035113	1.6516905930962198	7.03097968641184
191.28	2477686.9638045	14.7670063018042	0.0	787301.052527566	2.32475796604161	2.42614567389506	0.665222618269276	5.35353504141791	98415.5194391566	284.200461207954	0.665564273399223	5.27630156208121	286.201903968569	282.35544305805803	281.710857009323	0.1126940728267119	0.696021442463682	283.95143406816004	0.4147547427801049	-5.90525934370329	1.04486040486709	7.661611018735959
399.54	2471786.09895778	7.76825079644974	0.0	977931.527668073	2.3243656726143502	2.4260004284075096	0.0752499945085545	3.54244839030565	98109.1911460638	283.287334389109	-0.171938311005349	4.4834604641527305	283.46340895814603	283.053715260199	281.782217582277	0.0165007332953792	0.425860525070716	283.939649936206	0.410093566013085	-5.98004990706153	-0.0055835761364404	7.82625369252311
1473.27	2466910.88213572	6.35291679347922	0.0	1285804.21991377	2.32397337918708	2.4258663556497697	-0.349485935755273	3.12974732390706	97954.8219813872	279.970975409619	-0.80714558516727	3.70001239371176	279.270562085013	282.302086710386	281.844450640085	0.0076582184071896	0.418978746342673	283.92902489919896	0.4100803334317729	-5.978659317101361	-0.36549665329303	7.508942357587871
1448.47	2457571.61135611	7.908496913546389	0.0	1705370.26097419	2.32405183787254	2.4260004284075096	-1.35384409287174	4.174885829041149	97817.9572906017	278.369834657864	-1.5493854689303002	4.42849385885536	277.483370577572	281.170777483662	281.865748175424	-0.0453142305958898	0.540193442948496	283.9182066797	0.410093566013085	-5.98445344193543	-1.45674473316024	8.6364952144332
1620.97	2456911.9434636	10.162597549201198	0.0	1953637.36803512	2.32410414366284	2.42610098297581	-0.121037889712588	4.7735979068325305	97893.429478755	281.575665238404	-0.115295624137407	4.809781196867481	283.8084896406	280.767898394719	281.851918607022	0.0649279643652769	0.594430035696239	283.906615730237	0.410060484559806	-5.977685904129231	0.175942350859688	7.830743947262759
108.42	2455073.00625639	13.3740303754723	0.0	1982276.68824402	2.32418260234829	2.42623505573355	0.2249610926433239	2.0352376718238703	97891.65366256313	281.522429082947	0.1509985660729179	3.0640696438156403	282.167024772709	281.378789911542	281.853024972494	0.0161701719911478	0.1996476005449539	283.896763423193	0.410043943833166	-5.9647070645009	0.628449344668481	5.57613715076538
436.67	2460119.91746143	14.735840498005	0.0	1543200.11029128	2.32426106103374	2.42633561030186	-0.546143477008847	1.1667227064795702	98124.2855836945	279.996832970841	-1.05909519883312	1.93168799670848	280.273161365117	281.151832113836	281.858833391223	-0.0176297213665113	0.103166425506255	283.88517247373	0.410034019397183	-5.94264303713274	-0.984358819392222	4.28044919977984
332.56	2463933.34007294	14.9485809848086	1.97040343402841	1114684.28166558	2.32431336682404	2.4264696830596	-0.5797822669601159	0.980016326819892	98294.6370940976	278.299360128258	-0.936614583722566	1.61128139241179	277.427411547985	280.52431506839	281.846939962397	-0.0094483290867845	0.0663046206362438	283.875513349177	0.41068572402678	-5.913301588972981	-0.524528012966871	3.1923108012047594
6.82	2471338.78990737	14.591529276064902	0.985201717014206	855677.4295263209	2.3244441312998	2.4265702376279	-1.18528048608296	2.0776551361040902	98630.13951034212	281.400746441902	-1.13559960707034	2.0308366201879	283.90233759647003	280.18252513113	281.812089450025	-0.022092298973635	0.1353268171858209	283.863922399714	0.410457461999155	-5.95701246672125	-1.13658949592212	3.61439474673182
159.31	2489253.74328964	14.2358326022691	0.0	795534.8570876259	2.3247318131464603	2.42707301046942	2.26768585385996	2.02967472568875	98718.9303199342	282.165826047474	2.15298651816518	1.90559625368757	285.069899432545	280.035215214731	281.731601361926	0.164922758895271	0.116793710116241	283.820263156737	0.4112514168778521	-5.95914470466019	2.97468502933025	2.4643906161882403
466.69	2490347.16541285	15.3977750700022	0.227354242387946	1171962.92208339	2.32478411893676	2.42717356503773	2.49835184209723	0.403556033568957	98684.6824362344	282.305761084677	2.87131877435408	0.44376286470315	282.870592988456	281.19629573689605	281.723580212253	0.163600513678345	0.0148616212335479	283.808865389765	0.411512760358757	-5.97036213033896	5.291102334053179	0.3215412709888089
1397.77	2491851.75040056	13.5041137304605	1.55358732298396	2370339.47707465	2.32486257762221	2.4273076377954705	3.3607616987599904	1.51475452405749	98595.6379386149	281.230390744438	3.5366864402249103	1.6241533189687698	281.478612127475	281.3478586955	281.736303415182	0.333343743401161	0.1160442094626919	283.799206265212	0.4166503100529961	-5.89930298337386	6.409553146496191	2.55768813133429
1514.19	2484893.60961653	13.026463911363198	67.4105328680123	4896148.52374853	2.32494103630766	2.42745288328302	5.06968615969095	-0.256696135842096	98561.5168989288	281.25929037168703	5.10649804770787	-0.257583187698705	281.279840991129	281.341285812091	281.748473435376	0.5962226205911689	-0.05381989320078	283.788388045713	0.428913604783546	-5.70930204181486	7.94546127808303	-0.46375439125657
2101.22	2486515.66970839	13.487853311087	30.541253227441302	6251862.34413745	2.32499334209797	2.42754226512151	5.01793417515054	-4.02072456451195	98726.287272729	281.700389945476	4.96746599812293	-3.98209253145578	281.57420880302004	281.388842556755	281.759813681466	0.683904006538544	-0.525392077129334	283.77679709625	0.426108297545481	-5.74564279277418	7.264869834215701	-6.07707173301181
838.6	2488720.58704775	10.2608375829163	16.142151209540998	5253424.04335459	2.32507180078342	2.42768751060906	2.86579093233417	-3.04581825433365	98867.0841279394	280.701071255891	2.9739376680953504	-3.14332996581051	279.414540004889	281.459984353651	281.77723893765204	0.267975245489405	-0.320710262287349	283.767331154189	0.423187205220939	-5.76914376310119	4.7465245530648	-5.52377256564833
727.37	2500287.36653289	11.4600435117137	0.6820627271636109	3964475.63820268	2.3251241065737203	2.42777689244756	1.69286916842893	-1.95200397051734	99092.10540824848	279.391968842645	1.98673655411122	-2.0857446486966	278.667253797277	280.950779209565	281.780834625437	0.134924320536273	-0.185459462533242	283.756706117181	0.4215430569929699	-5.78759225657288	3.43503896522822	-4.49500531307529
374.25	2506924.70991714	13.630131980605302	0.341031363581806	3051955.29804652	2.32517641236402	2.4279221379351097	1.46294249425652	-3.31875029908756	99207.7871487457	279.446726031115	1.6189268991245902	-3.55592739544771	280.005024348345	280.480238085531	281.763962551986	0.1474030097710069	-0.409764567213606	283.747046992629	0.419131419048926	-5.81693370473264	2.7643869813405	-6.905274273880511
960.49	2517050.16023988	15.270401784909598	2.5766814137296	2064077.7465907	2.3252548710494705	2.4280115197736003	1.54648498358604	-3.13552076076233	99381.6902915325	281.44130732225	1.6321680467041	-3.24004335994132	283.797414415994	280.566072210047	281.740728877071	0.151782947052073	-0.257275252427866	283.735649225657	0.418218370938424	-5.83508090371297	2.84390266117742	-4.70455053425893
373.42	2520357.53624891	13.0163011492547	15.0432723713327	1786097.34481304	2.32533332973493	2.42815676526115	0.94653161994967	-2.34419167304271	99362.283157436	281.873787708966	1.06831584560959	-2.58322721562847	282.672987665226	281.169230922859	281.73658000655104	0.0788115391429951	-0.201675931219125	283.726183283595	0.426035518348267	-5.72204911644982	1.99590978607447	-4.70554836864552
218.45	2526380.39447301	11.2926966956612	5.91121030208546	1377987.03183618	2.3254640942106803	2.4283913925872	0.533624714723651	-1.6213563596116498	99325.7520814895	281.09096271823995	0.722206960267165	-1.8450048330904	281.397588115885	281.318860680461	281.756217993681	-0.0071343999571649	-0.112417217023718	283.70493320958	0.428903680347562	-5.67305399685288	0.527485356454496	-4.10934232265872
158.12	2521844.04814368	7.06295510612312	0.189461868656508	592732.670858336	2.32575177605734	2.428905338158529	-1.11282770772638	-1.15754572559672	98999.25559021789	280.547446921571	-1.17752990773881	-1.20593107403177	279.237336411196	281.702021119177	281.862429079007	-0.0487024839642615	-0.0625413553511708	283.664751251441	0.416068076475284	-5.85790975555922	-2.26027160309123	-2.85905583626296
134.68	2519110.49283567	6.707935949801169	0.2652466161191569	770654.447656143	2.32588254053309	2.42899471999703	-2.37261887425304	-1.19509561200873	98959.55341392892	282.521240761528	-2.16767349896284	-1.13704887245659	282.12855293986803	281.454958031044	281.871003411417	-0.154316820666189	-0.0884331961101436	283.653353484469	0.412826094053936	-5.89916392437784	-2.89325826495093	-1.66764157867595
357.05	2513019.86051302	6.951164722930139	1.06098646447685	902753.312119705	2.32593484632339	2.42913996548458	-0.8341063052730091	-1.9231461874414504	98785.1428950872	282.068986945642	-1.20033410634798	-2.6715912519925897	280.797194360939	282.167535920605	281.895066860436	-0.0562227536355254	-0.1118721256393189	283.644660272372	0.41040122352858	-5.948019984978759	-2.3340328587294303	-4.13927735425638
279.42	2509057.33488471	6.81498371067687	1.6672644441778202	952514.130982672	2.3260133050088503	2.4292293473230697	-0.8067516848730759	-1.31017906017885	98763.8331007851	280.118515611886	-0.962361259571631	-1.56530134790633	279.224512466916	281.615800354461	281.91774735261504	-0.0576276391785088	-0.0669020864263662	283.635967060274	0.413153600441399	-5.902060986794879	-2.7624758967981	-2.71486876740088
839.06	2499984.64222605	6.91186870944412	0.3031389898505949	930318.657820773	2.3260917636943	2.42937459281062	-1.41705544541753	-1.25733107189529	98584.9830414638	279.137956329463	-1.85172500532932	-1.33778134876406	277.538746700602	280.941113204552	281.914704847566	-0.074734186672483	-0.054705666700429	283.626694300704	0.415052475859617	-5.87023965320614	-3.22596860953173	-1.9081196658438504
692.55	2496835.40578029	7.07379538570547	0.3789237373132439	772265.4094178929	2.3261440694846	2.42946397464912	-2.24878376838847	-0.834199481493365	98541.8560768048	281.74399289185004	-2.0330551652377298	-0.802726671882091	281.146938295859	280.71724852845	281.89064139854696	-0.128780959914314	-0.0614511725823719	283.615296533732	0.411916354088762	-5.9115865280221	-2.6876683822146803	-1.02753081967924
268.49	2490812.54755619	7.50605153405166	0.0757847474626487	679008.622987654	2.32622252817005	2.42960922013667	-1.42592721419589	-1.34946736725807	98366.5576498672	281.589861546526	-2.19820170032673	-1.8210004295111697	280.49466585723303	281.550458160573	281.887322302131	-0.08597327101635	-0.0805975074594018	283.606603321635	0.410163037064971	-5.951241518386509	-3.63244020975073	-3.1943281901568
288.9	2488562.44748447	7.327186920942889	0.0378923737312107	653054.239048337	2.32630098685551	2.4297432928944103	-0.6319039085329631	-0.29042149678621	98313.9173841805	278.41597265926004	-1.3842389338413	-0.238797132723655	276.711019387958	280.933767040742	281.887322302131	-0.0352321108168325	-0.0149139956392708	283.598103292028	0.412604448316966	-5.89578015547474	-2.91261405543755	-1.40770572096957
109.88	2478721.64837563	7.75266789455011	0.5304932322383139	802873.682891157	2.32635329264581	2.4298438474627098	-0.4740603556846989	-0.591168272215679	98181.99960992928	277.292436273608	-0.969717452671364	-0.676442635660924	276.064576014914	279.935462042997	281.853301563862	-0.0246541490814283	-0.036649514592198	283.589603262422	0.414781207942729	-5.88834049918779	-1.74446594309647	-2.97231003914079
256.34	2470430.61698686	10.3584000991574	0.4926008585071029	1079601.11440968	2.32643175133126	2.42997792022045	-3.3352057867047407	-3.4522610063302404	98168.5541444768	281.279570811861	-3.2107816805049403	-3.31240446058595	283.214507857794	279.708504245291	281.792174871526	-0.311829282132443	-0.298770334065273	283.578012312959	0.4125845994449989	-5.93207455343539	-4.33081805568684	-4.446111428132441
